Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Document Type,Source
"Jiang X.-D., Guan J., Zhao J., Le Guennic B., Jacquemin D., Zhang Z., Chen S., Xiao L.","Synthesis, structure and photophysical properties of NIR aza-BODIPYs with [sbnd]F/[sbnd]N3/[sbnd]NH2 groups at 1,7-positions",2017,"Dyes and Pigments","136",,,"619","626",,,10.1016/j.dyepig.2016.09.019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987923344&partnerID=40&md5=6dd8dc877d02e0dbad37b8c3a48d696e","College of Applied Chemistry, Shenyang University of Chemical Technology, Shenyang, China; State Key Laboratory of Fine Chemicals, Dalian University of Technology, Dalian, China; Institut des Sciences Chimiques de Rennes, UMR 6226 CNRS, Université de Rennes1, 263 Av. du Général Leclerc, Cedex Rennes, France; Laboratoire CEISAM, Université de Nantes, UMR CNRS 6230, 2 Rue de la Houssinière, BP92208, Cedex 3 Nantes, France","Jiang, X.-D., College of Applied Chemistry, Shenyang University of Chemical Technology, Shenyang, China, State Key Laboratory of Fine Chemicals, Dalian University of Technology, Dalian, China; Guan, J., College of Applied Chemistry, Shenyang University of Chemical Technology, Shenyang, China; Zhao, J., College of Applied Chemistry, Shenyang University of Chemical Technology, Shenyang, China; Le Guennic, B., Institut des Sciences Chimiques de Rennes, UMR 6226 CNRS, Université de Rennes1, 263 Av. du Général Leclerc, Cedex Rennes, France; Jacquemin, D., Laboratoire CEISAM, Université de Nantes, UMR CNRS 6230, 2 Rue de la Houssinière, BP92208, Cedex 3 Nantes, France; Zhang, Z., College of Applied Chemistry, Shenyang University of Chemical Technology, Shenyang, China; Chen, S., College of Applied Chemistry, Shenyang University of Chemical Technology, Shenyang, China; Xiao, L., College of Applied Chemistry, Shenyang University of Chemical Technology, Shenyang, China","Jiang, X.-D.; College of Applied Chemistry, Shenyang University of Chemical TechnologyChina; email: xdjiang@syuct.edu.cn",Article,Scopus
"Sugasawa S., Kubokawa T.","Bayesian estimators in uncertain nested error regression models",2017,"Journal of Multivariate Analysis","153",,,"52","63",,,10.1016/j.jmva.2016.09.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989235096&partnerID=40&md5=3471207d0d4b26e17d4568399883c255","Risk Analysis Research Center, The Institute of Statistical Mathematics, 10–3 Midori-cho, Tachikawa-shi, Tokyo, Japan; Faculty of Economics, University of Tokyo, 7–3–1 Hongo, Bunkyo-ku, Tokyo, Japan","Sugasawa, S., Risk Analysis Research Center, The Institute of Statistical Mathematics, 10–3 Midori-cho, Tachikawa-shi, Tokyo, Japan; Kubokawa, T., Faculty of Economics, University of Tokyo, 7–3–1 Hongo, Bunkyo-ku, Tokyo, Japan","Sugasawa, S.; Risk Analysis Research Center, The Institute of Statistical Mathematics, 10–3 Midori-cho, Tachikawa-shi, Japan; email: shonosuke622@gmail.com",Article,Scopus
"Domenichini L., La Torre F., Branzi V., Nocentini A.","Speed behaviour in work zone crossovers. A driving simulator study",2017,"Accident Analysis and Prevention","98",,,"10","24",,,10.1016/j.aap.2016.09.018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988603378&partnerID=40&md5=d0ed382227bdc1c1927967ae888d1f5a","Civil and Environmental Engineering Department, University of Florence, Via Santa Marta 3, Firenze, Italy","Domenichini, L., Civil and Environmental Engineering Department, University of Florence, Via Santa Marta 3, Firenze, Italy; La Torre, F., Civil and Environmental Engineering Department, University of Florence, Via Santa Marta 3, Firenze, Italy; Branzi, V., Civil and Environmental Engineering Department, University of Florence, Via Santa Marta 3, Firenze, Italy; Nocentini, A., Civil and Environmental Engineering Department, University of Florence, Via Santa Marta 3, Firenze, Italy","Nocentini, A.; Civil and Environmental Engineering Department, University of Florence, Via Santa Marta 3, Italy; email: alessandro.nocentini@dicea.unifi.it",Article,Scopus
"Thøgersen J.","Sustainable food consumption in the nexus between national context and private lifestyle: A multi-level study",2017,"Food Quality and Preference","55",,,"16","25",,,10.1016/j.foodqual.2016.08.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982106484&partnerID=40&md5=b0a538283f5d2b9b03d4da33e4169fa0","Aarhus University, Denmark","Thøgersen, J., Aarhus University, Denmark","Thøgersen, J.; Department of Management, Bartholins Allé 10, Denmark; email: jbt@mgmt.au.dk",Article,Scopus
"Yang G., Liu L., Jiang Z., Wang T., Guo J.","Improved SPGD algorithm to avoid local extremum for incoherent beam combining",2017,"Optics Communications","382",,,"547","555",,,10.1016/j.optcom.2016.08.028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983410692&partnerID=40&md5=b2fe975be9495530016d8612508db7b3","State Key Laboratory of Laser Interaction with Matter, Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of science, Changchun, China; University of Chinese Academy of Science, Beijing, China","Yang, G., State Key Laboratory of Laser Interaction with Matter, Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of science, Changchun, China, University of Chinese Academy of Science, Beijing, China; Liu, L., State Key Laboratory of Laser Interaction with Matter, Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of science, Changchun, China; Jiang, Z., State Key Laboratory of Laser Interaction with Matter, Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of science, Changchun, China; Wang, T., State Key Laboratory of Laser Interaction with Matter, Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of science, Changchun, China; Guo, J., State Key Laboratory of Laser Interaction with Matter, Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of science, Changchun, China","Yang, G.; State Key Laboratory of Laser Interaction with Matter, Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of scienceChina; email: yanggq09@163.com",Article,Scopus
"Yuan Y., Kong Z.-Y., Sun Y.-E., Zeng Q.-Z., Yang X.-Q.","Complex coacervation of soy protein with chitosan: Constructing antioxidant microcapsule for algal oil delivery",2017,"LWT - Food Science and Technology","75",,,"171","179",,,10.1016/j.lwt.2016.08.045,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984629887&partnerID=40&md5=c67cc98dbaa3658af23b9486741351f2","School of Chemistry and Chemical Engineering, Guangzhou University, Guangzhou, China; Research and Development Center of Food Proteins, Department of Food Science and Engineering, South China University of Technology, Guangzhou, China; Guangdong Province Key Laboratory for Green Processing of Natural Products and Product Safety, South China University of Technology, Guangzhou, China","Yuan, Y., School of Chemistry and Chemical Engineering, Guangzhou University, Guangzhou, China; Kong, Z.-Y., School of Chemistry and Chemical Engineering, Guangzhou University, Guangzhou, China; Sun, Y.-E., Research and Development Center of Food Proteins, Department of Food Science and Engineering, South China University of Technology, Guangzhou, China; Zeng, Q.-Z., School of Chemistry and Chemical Engineering, Guangzhou University, Guangzhou, China; Yang, X.-Q., Research and Development Center of Food Proteins, Department of Food Science and Engineering, South China University of Technology, Guangzhou, China, Guangdong Province Key Laboratory for Green Processing of Natural Products and Product Safety, South China University of Technology, Guangzhou, China","Yang, X.-Q.; Research and Development Center of Food Proteins, Department of Food Science and Engineering, South China University of TechnologyChina; email: fexqyang@163.com",Article,Scopus
"Grimm F., Ohno D., Noll B., Aigner M., Ewert R., Dierke J.","Broadband Combustion Noise Simulation of the PRECCINSTA Burner Based on Stochastic Sound Sources",2017,"Journal of Engineering for Gas Turbines and Power","139","1", 011505,"","",,,10.1115/1.4034236,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986290288&partnerID=40&md5=351068c6ee0e9df620b8d971b60259f1","Institute of Combustion Technology, German Aerospace Center (DLR), Pfaffenwaldring 38-40, Stuttgart, Germany; Institute of Aerodynamics and Flow Technology, German Aerospace Center (DLR), Lilienthalplatz 7, Braunschweig, Germany","Grimm, F., Institute of Combustion Technology, German Aerospace Center (DLR), Pfaffenwaldring 38-40, Stuttgart, Germany; Ohno, D., Institute of Combustion Technology, German Aerospace Center (DLR), Pfaffenwaldring 38-40, Stuttgart, Germany; Noll, B., Institute of Combustion Technology, German Aerospace Center (DLR), Pfaffenwaldring 38-40, Stuttgart, Germany; Aigner, M., Institute of Combustion Technology, German Aerospace Center (DLR), Pfaffenwaldring 38-40, Stuttgart, Germany; Ewert, R., Institute of Aerodynamics and Flow Technology, German Aerospace Center (DLR), Lilienthalplatz 7, Braunschweig, Germany; Dierke, J., Institute of Aerodynamics and Flow Technology, German Aerospace Center (DLR), Lilienthalplatz 7, Braunschweig, Germany",,Article,Scopus
"Wang S., Liu S., Sun Y., Jiang D., Zhang X.","Investigation of coal components of Late Permian different ranks bark coal using AFM and Micro-FTIR",2017,"Fuel","187",,,"51","57",,,10.1016/j.fuel.2016.09.049,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988350444&partnerID=40&md5=7ce5865e6bb2a423261f35fb84653b2b","College of Geoscience and Surveying Engineering, China University of Mining and Technology (Beijing), D11Xueyuan Road, Beijing, China; Department of Energy and Mineral Engineering, G3 Center and Energy Institute, The Pennsylvania State University, University ParkPA, United States","Wang, S., College of Geoscience and Surveying Engineering, China University of Mining and Technology (Beijing), D11Xueyuan Road, Beijing, China; Liu, S., Department of Energy and Mineral Engineering, G3 Center and Energy Institute, The Pennsylvania State University, University ParkPA, United States; Sun, Y., College of Geoscience and Surveying Engineering, China University of Mining and Technology (Beijing), D11Xueyuan Road, Beijing, China; Jiang, D., College of Geoscience and Surveying Engineering, China University of Mining and Technology (Beijing), D11Xueyuan Road, Beijing, China; Zhang, X., College of Geoscience and Surveying Engineering, China University of Mining and Technology (Beijing), D11Xueyuan Road, Beijing, China","Wang, S.; College of Geoscience and Surveying Engineering, China University of Mining and Technology (Beijing), D11Xueyuan Road, China; email: wangzq@cumtb.edu.cn",Article,Scopus
"Li X., Fang M., Zhang J.-J., Wu J.","Learning Coupled Classifiers with RGB images for RGB-D object recognition",2017,"Pattern Recognition","61",,,"433","446",,,10.1016/j.patcog.2016.08.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988493200&partnerID=40&md5=21e38dccec77e874c4b45d84bb01b3e2","School of Computer Science and Technology, Xidian University, No. 2 South Taibai Road, Xi'an, Shaanxi, China","Li, X., School of Computer Science and Technology, Xidian University, No. 2 South Taibai Road, Xi'an, Shaanxi, China; Fang, M., School of Computer Science and Technology, Xidian University, No. 2 South Taibai Road, Xi'an, Shaanxi, China; Zhang, J.-J., School of Computer Science and Technology, Xidian University, No. 2 South Taibai Road, Xi'an, Shaanxi, China; Wu, J., School of Computer Science and Technology, Xidian University, No. 2 South Taibai Road, Xi'an, Shaanxi, China","Fang, M.; School of Computer Science and Technology, Xidian University, No. 2 South Taibai Road, China; email: mfang@mail.xidian.edu.cn",Article,Scopus
"Thaichon P.","Consumer socialization process: The role of age in children's online shopping behavior",2017,"Journal of Retailing and Consumer Services","34",,,"38","47",,,10.1016/j.jretconser.2016.09.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988699920&partnerID=40&md5=565b6a708b70cd38d80d06bb06821bf4","Griffith University, Gold Coast, Australia","Thaichon, P., Griffith University, Gold Coast, Australia","Thaichon, P.; Griffith UniversityAustralia; email: Park.thaichon@gmail.com",Article,Scopus
"Hussain M., Alameeri A., Ajmal M.M.","Prioritizing sustainable practices of service organizations: An empirical evidence from automobile dealers in UAE",2017,"International Journal of Information Systems in the Service Sector","9","1",,"22","36",,,10.4018/IJISSS.2017010102,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989172056&partnerID=40&md5=079039f05258a9a2e17ca771c0cc9d4a","College of Business Administration, Abu Dhabi University, Abu Dhabi, United Arab Emirates","Hussain, M., College of Business Administration, Abu Dhabi University, Abu Dhabi, United Arab Emirates; Alameeri, A., College of Business Administration, Abu Dhabi University, Abu Dhabi, United Arab Emirates; Ajmal, M.M., College of Business Administration, Abu Dhabi University, Abu Dhabi, United Arab Emirates",,Article,Scopus
"Wang X., Yuan Z.","Weak form quadrature element analysis of sandwich panels with functionally graded soft-cores",2017,"Composite Structures","159",,,"157","173",,,10.1016/j.compstruct.2016.09.043,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989160073&partnerID=40&md5=5247faeb2e1e045e094bfb17ea747020","State Key Laboratory of Mechanics and Control of Mechanical Structures, Nanjing University of Aeronautics and Astronautics, Nanjing, China; School of Aerospace Engineering, Georgia Institute of Technology, Atlanta, GA, United States","Wang, X., State Key Laboratory of Mechanics and Control of Mechanical Structures, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Yuan, Z., School of Aerospace Engineering, Georgia Institute of Technology, Atlanta, GA, United States","Yuan, Z.; School of Aerospace Engineering, Georgia Institute of TechnologyUnited States; email: yuanzx@gatech.edu",Article,Scopus
"Jung S., Choi E.","Life satisfaction and delinquent behaviors among Korean adolescents",2017,"Personality and Individual Differences","104",,,"104","110",,,10.1016/j.paid.2016.07.039,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984861542&partnerID=40&md5=e5db8f02c76e96aaa8eba34f2b6efacb","Division of Social Welfare, Incheon National University, Incheon, South Korea; Department of Family and Housing Studies, Yeungnam University, Gyeongsan, South Korea","Jung, S., Division of Social Welfare, Incheon National University, Incheon, South Korea; Choi, E., Department of Family and Housing Studies, Yeungnam University, Gyeongsan, South Korea","Choi, E.; Department of Family and Housing Studies, Yeungnam University, 280 Daehak-Ro, South Korea; email: echoi@yu.ac.kr",Article,Scopus
"Morales Pinzón A., Hernández Hoyos M., Richard J.-C., Flórez-Valencia L., Orkisz M.","A tree-matching algorithm: Application to airways in CT images of subjects with the acute respiratory distress syndrome",2017,"Medical Image Analysis","35",,,"101","115",,,10.1016/j.media.2016.06.020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975456830&partnerID=40&md5=be355335bdd9406877d556771b02b95e","Systems and Computing Engineering Department, School of Engineering, Universidad de los Andes, Bogotá, Colombia; Univ Lyon, CNRS UMR5220, Inserm U1206, INSA-Lyon, Université Lyon 1, CREATIS, Lyon, France; Service de Réanimation Médicale, Hôpital de la Croix Rousse, Hospices Civils de Lyon, Lyon, France; Departamento de Ingeniería de Sistemas, Pontificia Universidad Javeriana, Bogotá, Colombia","Morales Pinzón, A., Systems and Computing Engineering Department, School of Engineering, Universidad de los Andes, Bogotá, Colombia, Univ Lyon, CNRS UMR5220, Inserm U1206, INSA-Lyon, Université Lyon 1, CREATIS, Lyon, France; Hernández Hoyos, M., Systems and Computing Engineering Department, School of Engineering, Universidad de los Andes, Bogotá, Colombia; Richard, J.-C., Univ Lyon, CNRS UMR5220, Inserm U1206, INSA-Lyon, Université Lyon 1, CREATIS, Lyon, France, Service de Réanimation Médicale, Hôpital de la Croix Rousse, Hospices Civils de Lyon, Lyon, France; Flórez-Valencia, L., Departamento de Ingeniería de Sistemas, Pontificia Universidad Javeriana, Bogotá, Colombia; Orkisz, M., Univ Lyon, CNRS UMR5220, Inserm U1206, INSA-Lyon, Université Lyon 1, CREATIS, Lyon, France","Orkisz, M.; Campus LyonTech la Doua - INSA de Lyon, Bâtiment Blaise-Pascal, 7, rue Jean-Capelle, France; email: maciej.orkisz@creatis.insa-lyon.fr",Article,Scopus
